Name,Applicants total,Enrolled total,Tuition and fees,Costs of living on campus,Ranking,Ranking display
Southwestern Assemblies of God University,2057.0,344.0,17830.0,31802.0,1000+,1000+
Southwestern University,3546.0,491.0,35240.0,48080.0,1000+,1000+
Stephen F Austin State University,11383.0,2253.0,8412.0,33568.0,1000+,1000+
Texas State University,18939.0,5181.0,8060.0,28824.0,1000+,1000+
Southwestern Adventist University,1326.0,172.0,18640.0,29602.0,1000+,1000+
Sul Ross State University,1638.0,310.0,5436.0,27052.0,1000+,1000+
Tarleton State University,6223.0,1617.0,5856.0,26460.0,1000+,1000+
Texas A & M University-Kingsville,6488.0,1255.0,6940.0,31043.0,1000+,1000+
Texas A & M University-College Station,31387.0,10241.0,8506.0,37671.0,1000+,1000+
The University of Texas at Arlington,10679.0,2713.0,8878.0,30730.0,601-700,top 1000
The University of Texas at Austin,38161.0,7249.0,9798.0,50200.0,37,top 1000
The University of Texas at Dallas,8750.0,2233.0,10864.0,39958.0,52,top 1000
The University of Texas at Dallas,8750.0,2233.0,10864.0,39958.0,301-400,top 1000
The University of Texas at El Paso,6240.0,3033.0,7255.0,33319.0,1000+,1000+
The University of Texas at Tyler,2104.0,704.0,7222.0,31842.0,1000+,1000+
Texas Christian University,18551.0,1936.0,36590.0,50720.0,1000+,1000+
Texas Lutheran University,1734.0,346.0,25890.0,37620.0,1000+,1000+
The University of Texas of the Permian Basin,1007.0,276.0,5250.0,25173.0,1000+,1000+
The University of Texas at San Antonio,15239.0,4493.0,7457.0,29172.0,401-500,top 1000
Texas Southern University,9746.0,1110.0,7946.0,35186.0,1000+,1000+
Texas Tech University,19170.0,4785.0,7517.0,30097.0,401-500,top 1000
Texas Wesleyan University,3336.0,273.0,22040.0,35454.0,1000+,1000+
Texas Woman's University,4431.0,1161.0,7339.0,28885.0,1000+,1000+
Trinity University,4505.0,534.0,34678.0,48630.0,1000+,1000+
Wayland Baptist University,581.0,348.0,12550.0,23410.0,1000+,1000+
West Texas A & M University,4632.0,1308.0,6500.0,19874.0,1000+,1000+
Brigham Young University-Provo,11423.0,4427.0,4850.0,17496.0,1000+,1000+
Brigham Young University-Hawaii,2664.0,516.0,4770.0,16564.0,1000+,1000+
Southern Utah University,8318.0,1272.0,5924.0,31060.0,1000+,1000+
Utah State University,9052.0,3824.0,6030.0,29240.0,401-500,top 1000
University of Utah,11354.0,3124.0,7457.0,38199.0,101-150,top 1000
Westminster College,2461.0,449.0,29500.0,42108.0,1000+,1000+
Bennington College,1130.0,140.0,45080.0,61920.0,1000+,1000+
Burlington College,199.0,45.0,22885.0,35500.0,1000+,1000+
Castleton State College,2251.0,480.0,10286.0,35556.0,1000+,1000+
Champlain College,5047.0,594.0,31350.0,46850.0,1000+,1000+
Goddard College,4.0,2.0,14930.0,17018.0,1000+,1000+
Green Mountain College,773.0,136.0,32192.0,45988.0,1000+,1000+
Johnson State College,864.0,225.0,10286.0,33438.0,1000+,1000+
Lyndon State College,1354.0,365.0,10286.0,32400.0,1000+,1000+
Marlboro College,232.0,47.0,38110.0,51590.0,1000+,1000+
Middlebury College,8847.0,598.0,45314.0,59470.0,1000+,1000+
Norwich University,3081.0,599.0,33371.0,49655.0,1000+,1000+
Saint Michael's College,4431.0,512.0,39015.0,50920.0,1000+,1000+
College of St Joseph,183.0,33.0,21100.0,33700.0,1000+,1000+
Southern Vermont College,336.0,93.0,22000.0,35500.0,1000+,1000+
Sterling College,49.0,20.0,29894.0,41092.0,1000+,1000+
Vermont Technical College,568.0,194.0,12494.0,34794.0,1000+,1000+
University of Vermont,22381.0,2495.0,15718.0,49814.0,401-500,top 1000
Averett University,2356.0,241.0,27500.0,39124.0,1000+,1000+
Bluefield College,1042.0,118.0,22390.0,35560.0,1000+,1000+
Bridgewater College,5401.0,536.0,29090.0,43310.0,1000+,1000+
College of William and Mary,14046.0,1479.0,15463.0,51306.0,1000+,1000+
Regent University,1238.0,231.0,15838.0,28368.0,1000+,1000+
Christopher Newport University,7016.0,1276.0,11092.0,35708.0,1000+,1000+
Emory & Henry College,1663.0,267.0,28966.0,41866.0,1000+,1000+
Eastern Mennonite University,1073.0,232.0,29350.0,41500.0,1000+,1000+
Ferrum College,3272.0,569.0,28585.0,40627.0,1000+,1000+
George Mason University,20805.0,3011.0,9908.0,44019.0,201-300,top 1000
Hampden-Sydney College,2623.0,293.0,37352.0,51577.0,1000+,1000+
Hampton University,15337.0,1004.0,20724.0,33854.0,1000+,1000+
Hollins University,824.0,148.0,33320.0,48180.0,1000+,1000+
James Madison University,22648.0,4325.0,9176.0,37218.0,1000+,1000+
Liberty University,48054.0,4690.0,20768.0,33544.0,1000+,1000+
Longwood University,4055.0,1111.0,11340.0,36594.0,1000+,1000+
Lynchburg College,5695.0,512.0,33565.0,44695.0,1000+,1000+
Mary Baldwin College,3089.0,218.0,28720.0,40420.0,1000+,1000+
University of Mary Washington,4496.0,947.0,9720.0,36946.0,1000+,1000+
Marymount University,2082.0,400.0,26430.0,41160.0,1000+,1000+
Norfolk State University,3373.0,829.0,7126.0,34006.0,1000+,1000+
Old Dominion University,10201.0,2943.0,8550.0,37927.0,701-800,top 1000
Radford University,7774.0,1986.0,8976.0,32865.0,1000+,1000+
Randolph-Macon College,2997.0,382.0,34850.0,47740.0,1000+,1000+
Randolph College,1056.0,216.0,32850.0,46060.0,1000+,1000+
University of Richmond,9825.0,805.0,45320.0,57630.0,1000+,1000+
Roanoke College,4167.0,542.0,36597.0,51371.0,1000+,1000+
Shenandoah University,1833.0,459.0,29934.0,43598.0,1000+,1000+
Southern Virginia University,763.0,226.0,18900.0,30300.0,1000+,1000+
Sweet Briar College,905.0,197.0,33605.0,49105.0,1000+,1000+
The University of Virginia's College at Wise,972.0,335.0,8509.0,36623.0,1000+,1000+
Virginia Intermont College,226.0,45.0,24642.0,39891.0,1000+,1000+
Virginia Polytechnic Institute and State University,19112.0,5364.0,11455.0,41921.0,201-300,top 1000
Virginia Commonwealth University,14156.0,3525.0,12002.0,45768.0,201-300,top 1000
University of Virginia-Main Campus,28984.0,3520.0,12668.0,53461.0,1000+,1000+
Virginia Military Institute,2012.0,502.0,14404.0,46630.0,1000+,1000+
Virginia State University,5729.0,1244.0,7784.0,30175.0,1000+,1000+
Virginia Union University,4306.0,404.0,15130.0,27932.0,1000+,1000+
Virginia Wesleyan College,3788.0,453.0,32482.0,44190.0,1000+,1000+
Washington and Lee University,6222.0,480.0,44507.0,58575.0,1000+,1000+
Central Washington University,4507.0,1502.0,8976.0,34695.0,1000+,1000+
Eastern Washington University,5204.0,1579.0,7961.0,33277.0,1000+,1000+
The Evergreen State College,1583.0,509.0,8574.0,34728.0,1000+,1000+
Gonzaga University,6991.0,1096.0,35062.0,48530.0,1000+,1000+
Trinity Lutheran College,282.0,57.0,27042.0,38142.0,1000+,1000+
Northwest University,465.0,218.0,25934.0,36174.0,501-600,top 1000
Pacific Lutheran University,3443.0,648.0,34740.0,48308.0,1000+,1000+
University of Puget Sound,4588.0,670.0,41868.0,55948.0,1000+,1000+
Saint Martin's University,653.0,159.0,30284.0,44038.0,1000+,1000+
Seattle Pacific University,5165.0,767.0,33813.0,47674.0,1000+,1000+
Seattle University,7160.0,976.0,36465.0,52605.0,1000+,1000+
Walla Walla University,1051.0,393.0,25377.0,35670.0,1000+,1000+
Washington State University,14887.0,4163.0,12327.0,40779.0,301-400,top 1000
University of Washington-Seattle Campus,30199.0,6253.0,12397.0,46608.0,17,top 1000
Western Washington University,9526.0,2795.0,8863.0,33560.0,1000+,1000+
Whitman College,2586.0,392.0,43500.0,56600.0,1000+,1000+
Whitworth University,4044.0,593.0,36012.0,48055.0,1000+,1000+
Alderson Broaddus University,4892.0,438.0,22740.0,33296.0,1000+,1000+
Bethany College,1736.0,185.0,25736.0,39082.0,1000+,1000+
University of Charleston,1312.0,272.0,19650.0,32850.0,1000+,1000+
Concord University,2698.0,529.0,6160.0,25050.0,1000+,1000+
Davis & Elkins College,1022.0,269.0,24992.0,36442.0,1000+,1000+
Fairmont State University,2799.0,757.0,5824.0,23774.0,1000+,1000+
Glenville State College,1198.0,315.0,6384.0,29316.0,1000+,1000+
Marshall University,2866.0,1858.0,6216.0,27146.0,1000+,1000+
Ohio Valley University,904.0,91.0,18750.0,28850.0,1000+,1000+
Shepherd University,2023.0,756.0,6256.0,28895.0,1000+,1000+
West Virginia State University,2202.0,418.0,5932.0,26073.0,1000+,1000+
West Liberty University,2175.0,501.0,6226.0,27340.0,1000+,1000+
West Virginia University Institute of Technology,1033.0,199.0,5808.0,26481.0,1000+,1000+
West Virginia Wesleyan College,1762.0,471.0,26794.0,40534.0,1000+,1000+
West Virginia University,16521.0,5135.0,6456.0,31551.0,401-500,top 1000
Wheeling Jesuit University,1258.0,238.0,27830.0,36070.0,1000+,1000+
Alverno College,582.0,208.0,23231.0,34889.0,1000+,1000+
Beloit College,2253.0,300.0,41250.0,50406.0,1000+,1000+
Cardinal Stritch University,577.0,202.0,25450.0,39369.0,1000+,1000+
Carroll University,2868.0,700.0,27724.0,40168.0,1000+,1000+
Carthage College,7174.0,726.0,34850.0,48050.0,1000+,1000+
Concordia University-Wisconsin,2510.0,580.0,25160.0,38440.0,1000+,1000+
Edgewood College,1297.0,298.0,24666.0,37304.0,1000+,1000+
Lakeland College,885.0,218.0,22950.0,35460.0,1000+,1000+
Lawrence University,2710.0,395.0,41226.0,51897.0,1000+,1000+
Maranatha Baptist University,417.0,210.0,13120.0,24712.0,1000+,1000+
Marian University,1021.0,251.0,24650.0,35200.0,1000+,1000+
Marquette University,23432.0,1990.0,34640.0,48669.0,1000+,1000+
Milwaukee School of Engineering,2167.0,544.0,34470.0,46220.0,1000+,1000+
Mount Mary University,478.0,115.0,25098.0,37512.0,1000+,1000+
Northland College,1058.0,140.0,29990.0,40950.0,1000+,1000+
Ripon College,1320.0,238.0,31604.0,42769.0,1000+,1000+
Saint Norbert College,2088.0,539.0,31866.0,42042.0,1000+,1000+
Silver Lake College of the Holy Family,170.0,40.0,23180.0,36020.0,1000+,1000+
Viterbo University,1711.0,304.0,23330.0,34540.0,1000+,1000+
University of Wisconsin-Whitewater,5704.0,2168.0,7578.0,24651.0,1000+,1000+
University of Wisconsin-Eau Claire,6610.0,2073.0,8710.0,26078.0,1000+,1000+
University of Wisconsin-Green Bay,2520.0,921.0,7676.0,25541.0,1000+,1000+
University of Wisconsin-La Crosse,6982.0,1897.0,8769.0,25566.0,1000+,1000+
Wisconsin Lutheran College,870.0,229.0,24770.0,36330.0,1000+,1000+
University of Wisconsin-Oshkosh,5117.0,1841.0,7401.0,25134.0,1000+,1000+
University of Wisconsin-Parkside,1896.0,712.0,7316.0,26119.0,1000+,1000+
University of Wisconsin-Stout,3150.0,1498.0,8968.0,26464.0,1000+,1000+
University of Wisconsin-Superior,941.0,366.0,7946.0,25739.0,1000+,1000+
University of Wisconsin-Madison,23324.0,6279.0,10403.0,40181.0,33,top 1000
University of Wisconsin-Milwaukee,8944.0,3492.0,9300.0,31871.0,701-800,top 1000
University of Wisconsin-Platteville,3399.0,1754.0,7484.0,25257.0,1000+,1000+
University of Wisconsin-River Falls,2602.0,1119.0,7720.0,25251.0,1000+,1000+
University of Wisconsin-Stevens Point,4432.0,1637.0,7577.0,24289.0,1000+,1000+
University of Wyoming,4181.0,1584.0,4404.0,27865.0,501-600,top 1000
Stanford University,38828.0,1677.0,43683.0,60749.0,2,top 1000
Purdue University-Main Campus,31083.0,6422.0,9992.0,42044.0,83,top 1000
St John's College,205.0,84.0,46286.0,59732.0,1000+,1000+
New College of Florida,1376.0,222.0,6866.0,43095.0,1000+,1000+
California State University-San Marcos,10208.0,1783.0,6649.0,34322.0,1000+,1000+
University of Washington-Bothell Campus,2459.0,573.0,11911.0,47232.0,1000+,1000+
University of Washington-Tacoma Campus,1198.0,410.0,11902.0,47223.0,1000+,1000+
Beacon College,139.0,41.0,31496.0,45968.0,1000+,1000+
Soka University of America,422.0,112.0,29144.0,43128.0,1000+,1000+
California State University-Monterey Bay,12562.0,902.0,5963.0,30370.0,1000+,1000+
Johnson & Wales University-North Miami,5029.0,499.0,27456.0,41461.0,1000+,1000+
Florida Gulf Coast University,10804.0,2761.0,6118.0,38424.0,1000+,1000+
Johnson & Wales University-Denver,1998.0,333.0,27456.0,41461.0,1000+,1000+
California State University-Channel Islands,6960.0,756.0,6471.0,36167.0,1000+,1000+
Johnson & Wales University-Charlotte,4543.0,613.0,27456.0,41663.0,1000+,1000+
Ave Maria University,1611.0,254.0,23000.0,36860.0,1000+,1000+
University of South Florida-St Petersburg,3195.0,562.0,5820.0,31086.0,1000+,1000+
The Kingâ€™s College,3033.0,127.0,31300.0,48717.0,1000+,1000+
Providence Christian College,122.0,20.0,24222.0,38602.0,1000+,1000+
